f_property_type,f_neighbourhood_cleansed,f_host_response_time,price,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,d_baby_bath,d_babysitter_recommendations,d_baking_sheet,d_bathroom_essentials,d_beach_essentials,d_bread_maker,d_building_staff,d_carbon_monoxide_alarm,d_changing_table,d_cleaning_products,d_dining_table,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_extra_pillows_and_blankets,d_fire_extinguisher,d_fire_pit,d_fireplace_guards,d_game_console,d_hangers,d_high_chair,d_host_greets_you,d_hot_water,d_hot_water_kettle,d_indoor_fireplace,d_keypad,d_lake_access,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_outdoor_dining_area,d_outdoor_furniture,d_private_entrance,d_roomdarkening_shades,d_security_cameras_on_property,d_single_level_home,d_smart_lock,d_smoke_alarm,d_waterfront,d_have_kitchen,d_have_stove,d_have_oven,d_refrigerator,d_coffee_machine,d_bbq_equipment,d_free_parking,d_paid_parking,d_bath_tub,d_linens,d_wifi,d_streaming_services,d_tv,d_sound_system,d_shampoo_conditioner,d_body_wash,d_have_washer,d_have_dryer,d_have_iron,d_have_heating,d_cooling,d_balcony,d_garden,d_have_board_game,d_clothing_storage,d_have_breakfast,d_have_cleaning_before_checkout,d_have_workspace,d_cutlary_glasses,d_have_first_aid,d_have_sauna,d_have_fitnessgym,d_family_friendly,d_have_pool,d_have_crib,d_host_is_superhost,d_host_identity_verified,d_instant_bookable,local_price,id,host_id,neighbourhood_cleansed,room_type,property_type,ln_price,d_flag_bedrooms,flag_review_scores_rating,flag_host_acceptance_rate,p_host_acceptance_rate,flag_host_response_rate,p_host_response_rate,flag_host_response_time,flag_days_since_first_review,n_days_since_first_review,flag_reviews_per_month,f_days_since_first_review,f_bathroom,f_bedroom,f_beds,f_review_score_rating,f_number_of_reviews,f_minimum_nights,ln_number_of_reviews,ln_days_since_first_review
Condo,Melbourne,1,144.13,6,1,2,3,4.9,51,7.77,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,203,50651512,356845764,Melbourne,Entire home/apt,Condo,4.970715670095012,0,0,0,98,0,100,0,0,196,0,1,1,2,3,4.5+,3,1,3.9512437185814275,5.278114659230517
Condo,Melbourne,1,183.89,2,1,1,1,5,20,3.77,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,259,50651949,213225288,Melbourne,Entire home/apt,Condo,5.214337752752762,0,0,0,95,0,99,0,0,158,0,1,1,1,1,4.5+,2,2,3.044522437723423,5.062595033026967
Condo,Melbourne,1,80.94,4,1,2,2,4.47,15,2.37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,114,50667341,409228497,Melbourne,Entire home/apt,Condo,4.393708139447719,1,0,0,100,0,100,0,0,189,0,1,1,2,2,0-4.5,2,1,2.772588722239781,5.241747015059643
Serviced_apartment,Melbourne,1,117.14999999999999,2,1,1,1,4.58,26,4.31,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,165,50685578,297512659,Melbourne,Entire home/apt,Serviced_apartment,4.763455164953805,0,0,0,99,0,97,0,0,180,0,1,1,1,1,4.5+,2,4,3.295836866004329,5.19295685089021
Condo,Melbourne,2,122.11999999999999,5,2,2,3,4.8,0,0.85,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,172,50695853,46685310,Melbourne,Entire home/apt,Condo,4.805004167866677,0,1,0,94,0,91,0,1,736.5,1,2,2,2,3,4.5+,1,3,0,6.601909235902685
Condo,Stonnington,1,134.19,2,1,1,2,4.92,12,2.03,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,189,50707433,160004102,Stonnington,Entire home/apt,Condo,4.899256706112866,0,0,0,92,0,100,0,0,176,0,1,1,1,2,4.5+,2,1,2.5649493574615367,5.170483995038151
Serviced_apartment,Melbourne,3,111.47,2,1,2,1,4.8,0,0.85,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,157,50733139,310343216,Melbourne,Entire home/apt,Serviced_apartment,4.713755496401532,0,1,0,77,0,75,0,1,736.5,1,2,1,2,1,4.5+,1,1,0,6.601909235902685
Serviced_apartment,Melbourne,1,49.699999999999996,3,1,1,2,5,4,4,2,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,70,50740051,7342833,Melbourne,Entire home/apt,Serviced_apartment,3.906004933102583,0,0,0,94,0,100,0,0,22,0,1,1,1,2,4.5+,2,2,1.6094379124341003,3.091042453358316
Condo,Port Phillip,1,99.39999999999999,3,1,1,1,5,1,0.58,3,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,140,50782355,22860147,Port Phillip,Entire home/apt,Condo,4.599152113662528,0,0,0,98,0,100,0,0,51,0,1,1,1,1,4.5+,2,3,0.6931471805599453,3.9318256327243257
Condo,Melbourne,2,97.97999999999999,4,1,2,3,4.8,0,0.85,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,138,50842544,10248444,Melbourne,Entire home/apt,Condo,4.584763376210429,0,1,0,98,0,87,0,1,736.5,1,2,1,2,3,4.5+,1,3,0,6.601909235902685
Serviced_apartment,Melbourne,1,142,3,2,2,2,5,4,2.79,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,200,50876056,120221379,Melbourne,Entire home/apt,Serviced_apartment,4.955827057601261,0,0,0,67,0,100,0,0,42,0,1,2,2,2,4.5+,2,1,1.6094379124341003,3.7376696182833684
Condo,Melbourne,1,47.57,2,1,1,1,5,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,67,50978076,54896966,Melbourne,Entire home/apt,Condo,3.8622023104441903,0,0,0,100,0,100,0,0,11,0,1,1,1,1,4.5+,2,4,0.6931471805599453,2.3978952727983707
Condo,Melbourne,1,259.86,6,2,2,2,5,1,0.19,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,366,50978411,200909382,Melbourne,Entire home/apt,Condo,5.56014302445459,0,0,0,96,0,100,0,0,159,0,1,2,2,2,4.5+,2,3,0.6931471805599453,5.0689042022202315
Condo,Melbourne,2,132.06,5,2,2,2,5,1,0.27,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,186,51016943,10248444,Melbourne,Entire home/apt,Condo,4.883256364766425,0,0,0,98,0,87,0,0,112,0,1,2,2,2,4.5+,2,3,0.6931471805599453,4.718498871295094
Condo,Melbourne,2,99.39999999999999,4,1,2,3,4.8,0,0.85,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,140,51016977,10248444,Melbourne,Entire home/apt,Condo,4.599152113662528,0,1,0,98,0,87,0,1,736.5,1,2,1,2,3,4.5+,1,2,0,6.601909235902685
Serviced_apartment,Melbourne,1,87.33,4,2,2,2,4.89,9,1.8,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,123,51026812,254627785,Melbourne,Entire home/apt,Serviced_apartment,4.469694046425642,0,0,0,96,0,98,0,0,149,0,1,2,2,2,4.5+,2,1,2.302585092994046,5.003946305945459
Condo,Melbourne,1,146.97,2,1,1,1,4.39,51,11.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,207,51050772,413053703,Melbourne,Entire home/apt,Condo,4.990228484318593,0,0,0,99,0,92,0,0,129,0,1,1,1,1,0-4.5,3,1,3.9512437185814275,4.859812404361672
Condo,Melbourne,1,266.96,4,1,2,2,5,3,1.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,376,51070313,413053703,Melbourne,Entire home/apt,Condo,5.587098834443118,0,0,0,99,0,92,0,0,50,0,1,1,2,2,4.5+,2,1,1.3862943611198906,3.912023005428146
Condo,Melbourne,1,249.20999999999998,4,1,2,2,3.6,5,2.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,351,51070334,413053703,Melbourne,Entire home/apt,Condo,5.51829591451909,0,0,0,99,0,92,0,0,70,0,1,1,2,2,0-4.5,2,1,1.791759469228055,4.248495242049359
Condo,Monash,1,109.33999999999999,3,1,1,2,5,1,0.34,2,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,154,51092042,413413153,Monash,Entire home/apt,Condo,4.694462293466853,0,0,0,100,0,100,0,0,86,0,1,1,1,2,4.5+,2,2,0.6931471805599453,4.454347296253507
Condo,Melbourne,1,124.25,4,2,2,2,5,1,0.31,7,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,175,51094623,22630928,Melbourne,Entire home/apt,Condo,4.822295664976738,0,0,0,98,0,99,0,0,95,0,1,2,2,2,4.5+,2,4,0.6931471805599453,4.553876891600541
Condo,Melbourne,1,192.41,5,1,2,4,5,21,5,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,271,51097854,381494433,Melbourne,Entire home/apt,Condo,5.259628511932925,0,0,0,97,0,100,0,0,125,0,1,1,2,3,4.5+,2,1,3.091042453358316,4.8283137373023015
Condo,Melbourne,1,137.03,6,1,2,3,4.97,59,10.17,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,193,51099607,356845764,Melbourne,Entire home/apt,Condo,4.920199879958109,0,0,0,98,0,100,0,0,173,0,1,1,2,3,4.5+,3,1,4.0943445622221,5.153291594497779
Condo,Kingston,1,208.03,4,1.5,2,3,5,12,3.56,2,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,293,51110746,799435,Kingston,Entire home/apt,Condo,5.337682300070291,0,0,0,93,0,100,0,0,100,0,1,1,2,3,4.5+,2,2,2.5649493574615367,4.605170185988092
Condo,Yarra,1,90.88,2,1.5,1,1,4.4,5,0.92,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,128,51112709,405712935,Yarra,Entire home/apt,Condo,4.509539954972841,0,0,0,100,0,100,0,0,162,0,1,1,1,1,0-4.5,2,1,1.791759469228055,5.087596335232384
Condo,Yarra,1,138.45,4,1,2,3,4.5,2,0.42,7,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,195,51135876,22630928,Yarra,Entire home/apt,Condo,4.9305092496169705,0,0,0,98,0,99,0,0,141,0,1,1,2,3,4.5+,2,4,1.0986122886681098,4.948759890378168
Condo,Melbourne,2,112.89,5,1,2,3,4.8,0,0.85,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,159,51138548,61619807,Melbourne,Entire home/apt,Condo,4.726413893273455,0,1,0,97,0,90,0,1,736.5,1,2,1,2,3,4.5+,1,2,0,6.601909235902685
Condo,Melbourne,1,134.9,4,2,2,3,4.75,16,3.06,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,190,51154365,231393835,Melbourne,Entire home/apt,Condo,4.90453376321371,0,0,0,100,0,100,0,0,156,0,1,2,2,3,4.5+,2,1,2.833213344056216,5.049856007249537
Serviced_apartment,Melbourne,1,82.36,2,1.5,1,1,4.88,8,1.4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,116,51166979,406189026,Melbourne,Entire home/apt,Serviced_apartment,4.411099882159589,0,0,0,100,0,100,0,0,171,0,1,1,1,1,4.5+,2,1,2.1972245773362196,5.14166355650266
Condo,Melbourne,3,71,4,1,2,2,4.67,3,1.3,3,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,100,51192945,99963961,Melbourne,Entire home/apt,Condo,4.2626798770413155,0,0,0,46,0,90,0,0,68,0,1,1,2,2,4.5+,2,3,1.3862943611198906,4.219507705176107
Condo,Stonnington,4,78.1,4,1,1,2,4.8,0,0.85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,110,51239528,409066206,Stonnington,Entire home/apt,Condo,4.35799005684564,0,1,0,55,0,17,0,1,736.5,1,2,1,1,2,4.5+,1,3,0,6.601909235902685
Condo,Moreland,1,136.32,4,1,1,2,4.89,9,2.73,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,192,51257593,160004102,Moreland,Entire home/apt,Condo,4.915005063081005,0,0,0,92,0,100,0,0,98,0,1,1,1,2,4.5+,2,1,2.302585092994046,4.584967478670572
Serviced_apartment,Melbourne,2,96.56,5,1,2,2,4.8,0,0.85,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,136,51270993,392306676,Melbourne,Entire home/apt,Serviced_apartment,4.570164576789276,0,1,0,98,0,83,0,1,736.5,1,2,1,2,2,4.5+,1,1,0,6.601909235902685
Serviced_apartment,Melbourne,2,77.39,3,1,2,2,4.4,5,2.31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,109,51288875,392306676,Melbourne,Entire home/apt,Serviced_apartment,4.348857573282368,1,0,0,98,0,83,0,0,64,0,1,1,2,2,0-4.5,2,1,1.791759469228055,4.1588830833596715
Serviced_apartment,Melbourne,2,75.25999999999999,3,1,2,2,3.75,4,2.07,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,106,51291005,392306676,Melbourne,Entire home/apt,Serviced_apartment,4.3209487851652915,1,0,0,98,0,83,0,0,57,0,1,1,2,2,0-4.5,2,1,1.6094379124341003,4.04305126783455
Serviced_apartment,Melbourne,2,83.07,2,1,2,2,4.17,6,1.32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,117,51291202,392306676,Melbourne,Entire home/apt,Serviced_apartment,4.41968362585098,0,0,0,98,0,83,0,0,135,0,1,1,2,2,0-4.5,2,1,1.9459101490553132,4.90527477843843
Serviced_apartment,Port Phillip,1,142,4,1,2,2,4.67,3,0.69,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,200,51346411,48014108,Port Phillip,Entire home/apt,Serviced_apartment,4.955827057601261,0,0,0,100,0,96,0,0,129,0,1,1,2,2,4.5+,2,2,1.3862943611198906,4.859812404361672
Loft,Yarra,missing,124.25,2,1,1,1,5,1,0.19,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,175,51354724,415935692,Yarra,Entire home/apt,Loft,4.822295664976738,0,0,0,100,1,98,1,0,160,0,1,1,1,1,4.5+,2,4,0.6931471805599453,5.075173815233827
Serviced_apartment,Banyule,1,172.53,4,1,2,3,4.75,4,0.92,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,243,51396672,16266564,Banyule,Entire home/apt,Serviced_apartment,5.150571134393773,0,0,0,99,0,100,0,0,129,0,1,1,2,3,4.5+,2,1,1.6094379124341003,4.859812404361672
Condo,Melbourne,1,177.5,4,2,2,2,5,10,2.22,2,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,250,51433235,160004102,Melbourne,Entire home/apt,Condo,5.178970608915471,0,0,0,92,0,100,0,0,134,0,1,2,2,2,4.5+,2,2,2.3978952727983707,4.897839799950911
Loft,Melbourne,2,176.79,4,1,1,2,4.8,0,0.85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,249,51492474,3274107,Melbourne,Entire home/apt,Loft,5.174962587517932,0,1,0,100,0,100,0,1,736.5,1,2,1,1,2,4.5+,1,2,0,6.601909235902685
Condo,Boroondara,3,67.45,4,1,2,2,4,2,0.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,95,51493286,406973356,Boroondara,Entire home/apt,Condo,4.211386582653765,0,0,0,82,0,50,0,0,91,0,1,1,2,2,0-4.5,2,1,1.0986122886681098,4.51085950651685
Condo,Melbourne,1,102.24,5,1,2,2,4.86,7,5.68,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,144,51548272,231393835,Melbourne,Entire home/apt,Condo,4.627322990629224,0,0,0,100,0,100,0,0,36,0,1,1,2,2,4.5+,2,1,2.0794415416798357,3.58351893845611
Condo,Melbourne,missing,212.29,4,2,2,3,4.8,0,0.85,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,299,51563566,343415005,Melbourne,Entire home/apt,Condo,5.3579532644439105,0,1,0,100,1,98,1,1,736.5,1,2,2,2,3,4.5+,1,4,0,6.601909235902685
