f_property_type,f_neighbourhood_cleansed,f_host_response_time,price,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,d_baby_bath,d_babysitter_recommendations,d_baking_sheet,d_bathroom_essentials,d_beach_essentials,d_bread_maker,d_building_staff,d_carbon_monoxide_alarm,d_changing_table,d_cleaning_products,d_dining_table,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_extra_pillows_and_blankets,d_fire_extinguisher,d_fire_pit,d_fireplace_guards,d_game_console,d_hangers,d_high_chair,d_host_greets_you,d_hot_water,d_hot_water_kettle,d_indoor_fireplace,d_keypad,d_lake_access,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_outdoor_dining_area,d_outdoor_furniture,d_private_entrance,d_roomdarkening_shades,d_security_cameras_on_property,d_single_level_home,d_smart_lock,d_smoke_alarm,d_waterfront,d_have_kitchen,d_have_stove,d_have_oven,d_refrigerator,d_coffee_machine,d_bbq_equipment,d_free_parking,d_paid_parking,d_bath_tub,d_linens,d_wifi,d_streaming_services,d_tv,d_sound_system,d_shampoo_conditioner,d_body_wash,d_have_washer,d_have_dryer,d_have_iron,d_have_heating,d_cooling,d_balcony,d_garden,d_have_board_game,d_clothing_storage,d_have_breakfast,d_have_cleaning_before_checkout,d_have_workspace,d_cutlary_glasses,d_have_first_aid,d_have_sauna,d_have_fitnessgym,d_family_friendly,d_have_pool,d_have_crib,d_host_is_superhost,d_host_identity_verified,d_instant_bookable,local_price,id,host_id,neighbourhood_cleansed,room_type,property_type,ln_price,d_flag_bedrooms,flag_review_scores_rating,flag_host_acceptance_rate,p_host_acceptance_rate,flag_host_response_rate,p_host_response_rate,flag_host_response_time,flag_days_since_first_review,n_days_since_first_review,flag_reviews_per_month,f_days_since_first_review,f_bathroom,f_bedroom,f_beds,f_review_score_rating,f_number_of_reviews,f_minimum_nights,ln_number_of_reviews,ln_days_since_first_review
Condo,Melbourne,missing,49.699999999999996,2,1,1,3,4.8,0,0.85,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,70,25542787,192719610,Melbourne,Entire home/apt,Condo,3.906004933102583,0,1,1,96,1,98,1,1,736.5,1,2,1,1,3,4.5+,1,4,0,6.601909235902685
Serviced_apartment,Port Phillip,1,80.22999999999999,4,1,1,2,4.73,268,6.18,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,113,25590000,67024990,Port Phillip,Entire home/apt,Serviced_apartment,4.3848975097655645,0,0,0,97,0,99,0,0,1300,0,3,1,1,2,4.5+,3,1,5.594711379601839,7.170119543449628
Loft,Melbourne,missing,78.1,4,2,2,2,4.88,25,0.74,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,110,25811447,55561050,Melbourne,Entire home/apt,Loft,4.35799005684564,0,0,1,96,1,98,1,0,1019,0,3,2,2,2,4.5+,2,2,3.258096538021482,6.926577033222725
Serviced_apartment,Melbourne,3,74.55,2,1,1,1,4.35,68,1.57,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,105,26012333,139528807,Melbourne,Entire home/apt,Serviced_apartment,4.311470041210748,0,0,0,91,0,85,0,0,1295,0,3,1,1,1,0-4.5,3,1,4.23410650459726,7.166265974133638
Condo,Yarra,missing,213,4,1,2,2,0,1,0.02,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,300,26072261,56402844,Yarra,Entire home/apt,Condo,5.3612921657094255,0,0,1,96,1,98,1,0,1226,0,3,1,2,2,0-4.5,2,4,0.6931471805599453,7.111512116496157
Condo,Melbourne,1,129.93,4,1,2,2,4.93,169,4.04,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,183,26121887,196335073,Melbourne,Entire home/apt,Condo,4.866995843894645,0,0,0,91,0,100,0,0,1254,0,3,1,2,2,4.5+,3,2,5.135798437050262,7.134093721192866
Condo,Melbourne,4,42.599999999999994,3,1,2,2,4.5,2,0.05,90,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,60,26306023,138824257,Melbourne,Entire home/apt,Condo,3.7518542532753245,1,0,1,96,1,98,0,0,1286,0,3,1,2,2,4.5+,2,4,1.0986122886681098,7.1592919047975645
Condo,Port Phillip,missing,102.94999999999999,2,1,1,1,4.9,10,0.24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,145,26337407,43381284,Port Phillip,Entire home/apt,Condo,4.634243433473799,0,0,1,96,1,98,1,0,1269,0,3,1,1,1,4.5+,2,4,2.3978952727983707,7.1459844677143876
Condo,Melbourne,1,202.35,6,2,3,4,4.97,67,1.62,5,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,285,26567729,3364488,Melbourne,Entire home/apt,Condo,5.309998871321874,0,0,0,100,0,100,0,0,1236,0,3,2,3,3,4.5+,3,4,4.219507705176107,7.119635638017636
Serviced_apartment,Bayside,1,93.72,2,1,1,1,4.56,32,0.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,132,26574181,166651302,Bayside,Entire home/apt,Serviced_apartment,4.540311613639595,0,0,0,99,0,90,0,0,1246,0,3,1,1,1,4.5+,2,1,3.4965075614664802,7.1276936993473985
Serviced_apartment,Melbourne,2,73.13,4,1,1,1,3.8,5,0.13,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,103,26816161,198548641,Melbourne,Entire home/apt,Serviced_apartment,4.2922386792828595,0,0,1,96,0,100,0,0,1120,0,3,1,1,1,0-4.5,2,4,1.791759469228055,7.02108396428914
Condo,Yarra,1,102.94999999999999,2,1,1,1,4.87,23,0.55,5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,145,26821779,22630928,Yarra,Entire home/apt,Condo,4.634243433473799,0,0,0,98,0,99,0,0,1263,0,3,1,1,1,4.5+,2,4,3.1780538303479458,7.141245122350491
Condo,Port Phillip,missing,92.3,2,1,1,1,5,1,0.03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,130,27202761,3987183,Port Phillip,Entire home/apt,Condo,4.525044141508807,0,0,1,96,1,98,1,0,1027,0,3,1,1,1,4.5+,2,2,0.6931471805599453,6.934397209928558
Condo,Darebin,missing,91.58999999999999,2,1,1,1,4.83,40,0.98,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,129,27376815,206327065,Darebin,Entire home/apt,Condo,4.5173220954148965,0,0,1,96,1,98,1,0,1219,0,3,1,1,1,4.5+,2,4,3.713572066704308,7.105786129481271
Loft,Yarra,missing,56.8,2,1,1,1,5,6,0.14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,80,27441573,3199707,Yarra,Entire home/apt,Loft,4.039536325727106,0,0,1,96,1,98,1,0,1247,0,3,1,1,1,4.5+,2,2,1.9459101490553132,7.1284959456800365
Condo,Melbourne,missing,99.39999999999999,4,1,2,2,4.84,19,0.46,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,140,27511089,24471811,Melbourne,Entire home/apt,Condo,4.599152113662528,0,0,1,96,1,98,1,0,1239,0,3,1,2,2,4.5+,2,3,2.995732273553991,7.122059881629142
Condo,Melbourne,1,162.59,6,2,3,3,4.72,92,2.23,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,229,27553849,148156913,Melbourne,Entire home/apt,Condo,5.091231694607464,0,0,0,88,0,100,0,0,1238,0,3,2,3,3,4.5+,3,3,4.532599493153256,7.121252453244542
Condo,Port Phillip,missing,71,2,1,1,1,4.7,10,0.25,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,27836016,210199563,Port Phillip,Entire home/apt,Condo,4.2626798770413155,0,0,1,96,1,98,1,0,1184,0,3,1,1,1,4.5+,2,3,2.3978952727983707,7.076653815443951
Serviced_apartment,Melbourne,4,232.88,4,2,2,2,5,6,0.16,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,328,28130351,4410164,Melbourne,Entire home/apt,Serviced_apartment,5.450523299437368,0,0,0,77,0,4,0,0,1133,0,3,2,2,2,4.5+,2,1,1.9459101490553132,7.0326242610280065
Serviced_apartment,Stonnington,3,139.16,4,1,1,2,4.2,5,0.12,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,196,28141366,3518112,Stonnington,Entire home/apt,Serviced_apartment,4.935624350283741,0,0,0,24,0,80,0,0,1217,0,3,1,1,2,0-4.5,2,4,1.791759469228055,7.104144092987527
Serviced_apartment,Melbourne,1,183.89,4,2,2,2,4.93,42,1.05,3,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,259,28215569,12590811,Melbourne,Entire home/apt,Serviced_apartment,5.214337752752762,0,0,0,80,0,98,0,0,1202,0,3,2,2,2,4.5+,2,3,3.7612001156935624,7.091742115095153
Serviced_apartment,Maribyrnong,1,88.03999999999999,2,1,1,1,4.81,48,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,124,28342363,178383372,Maribyrnong,Entire home/apt,Serviced_apartment,4.477791256658261,1,0,0,58,0,100,0,0,1198,0,3,1,1,1,4.5+,2,1,3.8918202981106265,7.088408778675395
Serviced_apartment,Melbourne,4,232.88,4,1,2,2,5,3,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,328,28374046,4410164,Melbourne,Entire home/apt,Serviced_apartment,5.450523299437368,0,0,0,77,0,4,0,0,1167,0,3,1,2,2,4.5+,2,1,1.3862943611198906,7.062191632286556
Loft,Yarra,missing,98.69,4,1,2,2,4.83,12,0.31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,139,28498410,32029360,Yarra,Entire home/apt,Loft,4.591983624183916,0,0,1,96,1,98,1,0,1174,0,3,1,2,2,4.5+,2,2,2.5649493574615367,7.068172000388042
Condo,Melbourne,1,102.94999999999999,2,1,1,1,4.67,24,0.61,7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,145,28574500,22630928,Melbourne,Entire home/apt,Condo,4.634243433473799,0,0,0,98,0,99,0,0,1177,0,3,1,1,1,4.5+,2,4,3.2188758248682006,7.0707241072602764
Condo,Stonnington,missing,120.69999999999999,2,1,1,1,4.6,5,0.13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,170,28626406,96746696,Stonnington,Entire home/apt,Condo,4.793308128103486,0,0,1,96,1,98,1,0,1168,0,3,1,1,1,4.5+,2,3,1.791759469228055,7.0630481633881725
Condo,Port Phillip,1,107.91999999999999,2,1,1,1,4.88,8,0.21,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,152,28749941,3406836,Port Phillip,Entire home/apt,Condo,4.6813902118995,0,0,0,70,0,100,0,0,1168,0,3,1,1,1,4.5+,2,4,2.1972245773362196,7.0630481633881725
Condo,Stonnington,missing,63.19,2,1,1,1,4.8,0,0.85,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,28789300,217149386,Stonnington,Entire home/apt,Condo,4.146146060785364,0,1,1,96,1,98,1,1,736.5,1,2,1,1,1,4.5+,1,3,0,6.601909235902685
Condo,Melbourne,missing,82.36,2,1,1,2,5,4,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,116,29114208,217844551,Melbourne,Entire home/apt,Condo,4.411099882159589,0,0,1,96,1,98,1,0,1042,0,3,1,1,2,4.5+,2,1,1.6094379124341003,6.948897222313312
Condo,Melbourne,missing,97.97999999999999,6,1,2,3,4.8,41,1.04,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,138,29220524,218172190,Melbourne,Entire home/apt,Condo,4.584763376210429,0,0,1,96,1,98,1,0,1178,0,3,1,2,3,4.5+,2,1,3.7376696182833684,7.071573364211532
Condo,Melbourne,missing,85.19999999999999,6,1,2,3,4.29,7,0.18,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,120,29428305,48117761,Melbourne,Entire home/apt,Condo,4.44500143383527,0,0,1,96,1,98,1,0,1137,0,3,1,2,3,0-4.5,2,1,2.0794415416798357,7.036148493750536
Condo,Melbourne,missing,105.08,5,1,2,4,3.67,6,0.17,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,148,29492860,200063211,Melbourne,Entire home/apt,Condo,4.654721964817339,0,0,1,96,1,98,1,0,1064,0,3,1,2,3,0-4.5,2,1,1.9459101490553132,6.96979066990159
Serviced_apartment,Melbourne,2,252.04999999999998,2,1,1,1,4.8,0,0.85,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,355,29552576,156409670,Melbourne,Entire home/apt,Serviced_apartment,5.52962748052864,0,1,0,31,0,95,0,1,736.5,1,2,1,1,1,4.5+,1,3,0,6.601909235902685
Loft,Port Phillip,1,97.27,2,1,1,1,4.94,88,2.34,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,137,29574750,218290259,Port Phillip,Entire home/apt,Loft,4.577490616881349,0,0,0,98,0,100,0,0,1128,0,3,1,1,1,4.5+,3,2,4.48863636973214,7.028201432058005
Condo,Port Phillip,missing,60.349999999999994,2,1,1,1,4.8,0,0.85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,29599210,222802391,Port Phillip,Entire home/apt,Condo,4.10016094754354,0,1,1,96,1,98,1,1,736.5,1,2,1,1,1,4.5+,1,4,0,6.601909235902685
Serviced_apartment,Boroondara,2,181.04999999999998,2,1,1,1,4.8,0,0.85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,255,29643838,156409670,Boroondara,Entire home/apt,Serviced_apartment,5.19877323621165,1,1,0,31,0,95,0,1,736.5,1,2,1,1,1,4.5+,1,3,0,6.601909235902685
Condo,Yarra,missing,75.25999999999999,2,1,1,1,5,2,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,106,29689801,223440956,Yarra,Entire home/apt,Condo,4.3209487851652915,0,0,1,96,1,98,1,0,1129,0,3,1,1,1,4.5+,2,1,1.0986122886681098,7.029087564149662
Condo,Melbourne,3,101.53,4,1,2,3,3.63,9,0.23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,143,29837219,142325689,Melbourne,Entire home/apt,Condo,4.6203543213131315,0,0,0,80,0,100,0,0,1157,0,3,1,2,3,0-4.5,2,1,2.302585092994046,7.053585727193677
Condo,Melbourne,missing,85.19999999999999,3,1,1,2,2,2,0.05,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,120,30073434,75944173,Melbourne,Entire home/apt,Condo,4.44500143383527,0,0,1,96,1,98,1,0,1148,0,3,1,1,2,0-4.5,2,1,1.0986122886681098,7.045776576879511
Condo,Melbourne,missing,106.5,3,1,1,3,4.88,100,2.67,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,150,30210734,18231447,Melbourne,Entire home/apt,Condo,4.66814498514948,0,0,0,100,1,98,1,0,1122,0,3,1,1,3,4.5+,3,1,4.61512051684126,7.022868086082641
Serviced_apartment,Melbourne,1,149.1,3,1,1,1,4.44,90,2.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,210,30232853,226430914,Melbourne,Entire home/apt,Serviced_apartment,5.004617221770693,0,0,0,98,0,79,0,0,1126,0,3,1,1,1,0-4.5,3,1,4.51085950651685,7.026426808699636
Serviced_apartment,Melbourne,1,261.28,5,1,2,3,4.4,5,0.19,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,368,30232934,226430914,Melbourne,Entire home/apt,Serviced_apartment,5.565592629222155,0,0,0,98,0,79,0,0,774,0,2,1,2,3,0-4.5,2,1,1.791759469228055,6.651571873589727
Serviced_apartment,Stonnington,1,132.06,3,1,1,1,4.75,28,0.92,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,186,30233045,226598583,Stonnington,Entire home/apt,Serviced_apartment,4.883256364766425,0,0,0,98,0,89,0,0,916,0,2,1,1,1,4.5+,2,1,3.367295829986474,6.82001636467413
Serviced_apartment,Stonnington,1,146.26,3,1,1,1,4.33,9,0.24,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,206,30233129,226598583,Stonnington,Entire home/apt,Serviced_apartment,4.985385859842805,0,0,0,98,0,89,0,0,1131,0,3,1,1,1,0-4.5,2,1,2.302585092994046,7.030857476116121
