f_property_type,f_neighbourhood_cleansed,f_host_response_time,price,n_host_response_rate,n_host_acceptance_rate,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_calculated_host_listings_count,n_days_since,d_reviews_per_month,d_baby_bath,d_babysitter_recommendations,d_baking_sheet,d_bathroom_essentials,d_beach_essentials,d_bread_maker,d_building_staff,d_carbon_monoxide_alarm,d_changing_table,d_cleaning_products,d_dining_table,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_extra_pillows_and_blankets,d_fire_extinguisher,d_fire_pit,d_fireplace_guards,d_game_console,d_hangers,d_high_chair,d_host_greets_you,d_hot_water,d_hot_water_kettle,d_indoor_fireplace,d_keypad,d_lake_access,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_outdoor_dining_area,d_outdoor_furniture,d_private_entrance,d_roomdarkening_shades,d_security_cameras_on_property,d_single_level_home,d_smart_lock,d_smoke_alarm,d_waterfront,d_have_kitchen,d_have_stove,d_have_oven,d_have_refrigeratorfridgefreezer,d_have_coffeenespresso,d_have_bbq_grilbarbecue,d_have_freeon_premisesfreestreet,d_have_paidparking,d_have_bathtubbath_tubhot_tub,d_have_linenscomforts,d_have_wifiinternet,d_have_netflixamazoneapplerokuhbo,d_have_tvhdtv,d_have_speakerssound_system,d_have_shampooconditioner,d_have_body_soapbody_washshower_gel,d_have_washer,d_have_dryer,d_have_iron,d_have_heating,d_have_air_condfan,d_have_patio_or_balconyterrace,d_have_backyardgarden,d_have_board_game,d_have_closetwardrobeclothing_storage,d_have_breakfast,d_have_cleaning_before_checkout,d_have_workspace,d_have_cooking_basicsdishesrice_makertoasterglasses,d_have_first_aid,d_have_sauna,d_have_fitnessgym,d_have_children2551010,d_have_pool,d_have_crib,d_host_is_superhost,d_host_identity_verified,d_instant_bookable,local_price,id,host_id,neighbourhood_cleansed,room_type,property_type
Condo,Port Phillip,NA,71,NA,NA,2,1,1,1,4.7,10,0.25,3,1,1184,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,27836016,210199563,Port Phillip,Entire home/apt,Condo
Serviced_apartment,Melbourne,a few days or more,232.88,4,77,4,2,2,2,5,6,0.16,1,17,1133,0.16,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,328,28130351,4410164,Melbourne,Entire home/apt,Serviced_apartment
Serviced_apartment,Stonnington,within a day,139.16,80,24,4,1,1,2,4.2,5,0.12,30,15,1217,0.12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,196,28141366,3518112,Stonnington,Entire home/apt,Serviced_apartment
Serviced_apartment,Melbourne,within an hour,183.89,98,80,4,2,2,2,4.93,42,1.05,3,10,1202,1.05,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,259,28215569,12590811,Melbourne,Entire home/apt,Serviced_apartment
Serviced_apartment,Maribyrnong,within an hour,88.03999999999999,100,58,2,1,NA,1,4.81,48,1.2,1,4,1198,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,124,28342363,178383372,Maribyrnong,Entire home/apt,Serviced_apartment
Serviced_apartment,Melbourne,a few days or more,232.88,4,77,4,1,2,2,5,3,0.08,1,17,1167,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,328,28374046,4410164,Melbourne,Entire home/apt,Serviced_apartment
Loft,Yarra,NA,98.69,NA,NA,4,1,2,2,4.83,12,0.31,2,1,1174,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,139,28498410,32029360,Yarra,Entire home/apt,Loft
Condo,Melbourne,within an hour,102.94999999999999,99,98,2,1,1,1,4.67,24,0.61,7,31,1177,0.61,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,145,28574500,22630928,Melbourne,Entire home/apt,Condo
Condo,Stonnington,NA,120.69999999999999,NA,NA,2,1,1,1,4.6,5,0.13,3,1,1168,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,170,28626406,96746696,Stonnington,Entire home/apt,Condo
Condo,Port Phillip,within an hour,107.91999999999999,100,70,2,1,1,1,4.88,8,0.21,7,1,1168,0.21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,152,28749941,3406836,Port Phillip,Entire home/apt,Condo
Condo,Stonnington,NA,63.19,NA,NA,2,1,1,1,NA,0,NA,3,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,28789300,217149386,Stonnington,Entire home/apt,Condo
Condo,Melbourne,NA,82.36,NA,NA,2,1,1,2,5,4,0.12,1,1,1042,0.12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,116,29114208,217844551,Melbourne,Entire home/apt,Condo
Condo,Melbourne,NA,97.97999999999999,NA,NA,6,1,2,3,4.8,41,1.04,1,2,1178,1.04,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,138,29220524,218172190,Melbourne,Entire home/apt,Condo
Condo,Melbourne,NA,85.19999999999999,NA,NA,6,1,2,3,4.29,7,0.18,1,2,1137,0.18,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,120,29428305,48117761,Melbourne,Entire home/apt,Condo
Condo,Melbourne,NA,105.08,NA,NA,5,1,2,4,3.67,6,0.17,1,1,1064,0.17,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,148,29492860,200063211,Melbourne,Entire home/apt,Condo
Serviced_apartment,Melbourne,within a few hours,252.04999999999998,95,31,2,1,1,1,NA,0,NA,3,18,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,355,29552576,156409670,Melbourne,Entire home/apt,Serviced_apartment
Loft,Port Phillip,within an hour,97.27,100,98,2,1,1,1,4.94,88,2.34,2,1,1128,2.34,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,137,29574750,218290259,Port Phillip,Entire home/apt,Loft
Condo,Port Phillip,NA,60.349999999999994,NA,NA,2,1,1,1,NA,0,NA,4,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,29599210,222802391,Port Phillip,Entire home/apt,Condo
Serviced_apartment,Boroondara,within a few hours,181.04999999999998,95,31,2,1,NA,1,NA,0,NA,3,18,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,255,29643838,156409670,Boroondara,Entire home/apt,Serviced_apartment
Condo,Yarra,NA,75.25999999999999,NA,NA,2,1,1,1,5,2,0.05,1,1,1129,0.05,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,106,29689801,223440956,Yarra,Entire home/apt,Condo
Condo,Melbourne,within a day,101.53,100,80,4,1,2,3,3.63,9,0.23,1,25,1157,0.23,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,143,29837219,142325689,Melbourne,Entire home/apt,Condo
Condo,Melbourne,NA,85.19999999999999,NA,NA,3,1,1,2,2,2,0.05,1,3,1148,0.05,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,120,30073434,75944173,Melbourne,Entire home/apt,Condo
Condo,Melbourne,NA,106.5,NA,100,3,1,1,3,4.88,100,2.67,1,1,1122,2.67,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,150,30210734,18231447,Melbourne,Entire home/apt,Condo
Serviced_apartment,Melbourne,within an hour,149.1,79,98,3,1,1,1,4.44,90,2.4,1,2,1126,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,210,30232853,226430914,Melbourne,Entire home/apt,Serviced_apartment
Serviced_apartment,Melbourne,within an hour,261.28,79,98,5,1,2,3,4.4,5,0.19,1,2,774,0.19,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,368,30232934,226430914,Melbourne,Entire home/apt,Serviced_apartment
Serviced_apartment,Stonnington,within an hour,132.06,89,98,3,1,1,1,4.75,28,0.92,1,2,916,0.92,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,186,30233045,226598583,Stonnington,Entire home/apt,Serviced_apartment
Serviced_apartment,Stonnington,within an hour,146.26,89,98,3,1,1,1,4.33,9,0.24,1,2,1131,0.24,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,206,30233129,226598583,Stonnington,Entire home/apt,Serviced_apartment
Serviced_apartment,Melbourne,within an hour,202.35,71,98,2,1,1,1,4.49,37,1.01,1,2,1100,1.01,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,285,30233220,226594420,Melbourne,Entire home/apt,Serviced_apartment
Serviced_apartment,Melbourne,within an hour,279.03,71,98,4,1,2,2,4.56,9,0.26,1,2,1029,0.26,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,393,30233375,226594420,Melbourne,Entire home/apt,Serviced_apartment
Condo,Glen Eira,NA,119.28,NA,NA,4,2,2,2,4,1,0.03,2,1,1085,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,168,30320395,90491400,Glen Eira,Entire home/apt,Condo
Condo,Yarra,NA,85.19999999999999,NA,NA,2,1.5,1,1,5,7,0.19,1,1,1128,0.19,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,120,30362129,3142444,Yarra,Entire home/apt,Condo
Condo,Stonnington,NA,67.45,NA,NA,2,1,1,1,5,3,0.09,14,1,1052,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,95,30485558,228814071,Stonnington,Entire home/apt,Condo
Serviced_apartment,Port Phillip,within a few hours,134.9,95,31,2,1,1,1,NA,0,NA,5,18,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,190,30490453,156409670,Port Phillip,Entire home/apt,Serviced_apartment
Condo,Port Phillip,within a few hours,127.8,94,40,2,1,1,1,0,1,0.03,4,12,1059,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,180,30491774,138649185,Port Phillip,Entire home/apt,Condo
Serviced_apartment,Melbourne,within a few hours,241.39999999999998,95,31,5,1,2,3,NA,0,NA,5,18,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,340,30515577,156409670,Melbourne,Entire home/apt,Serviced_apartment
Condo,Port Phillip,NA,142,NA,60,3,1,1,1,4.96,26,0.73,3,1,1071,0.73,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,200,30692611,13553423,Port Phillip,Entire home/apt,Condo
Loft,Yarra,within an hour,95.85,100,100,3,1,1,2,4.96,130,3.49,2,1,1117,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,135,30719772,217509697,Yarra,Entire home/apt,Loft
Serviced_apartment,Wyndham,a few days or more,106.5,NA,NA,3,1,NA,1,NA,0,NA,1,1,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,150,30870962,131117137,Wyndham,Entire home/apt,Serviced_apartment
Serviced_apartment,Maribyrnong,within an hour,176.79,100,58,4,1,2,2,4.67,3,0.09,1,4,1049,0.09,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,249,30911861,178383372,Maribyrnong,Entire home/apt,Serviced_apartment
Condo,Port Phillip,within a day,83.78,100,80,2,1,1,1,3.33,3,0.08,2,25,1084,0.08,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,118,31059750,142325689,Port Phillip,Entire home/apt,Condo
Condo,Port Phillip,within a day,83.78,100,80,2,1,1,1,4,8,0.24,1,25,1004,0.24,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,118,31096662,142325689,Port Phillip,Entire home/apt,Condo
Condo,Melbourne,within a day,83.78,100,80,2,1,1,1,4.64,14,0.38,1,25,1094,0.38,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,118,31113184,142325689,Melbourne,Entire home/apt,Condo
Condo,Port Phillip,within a day,87.33,100,80,2,1,1,1,4.75,8,0.22,1,25,1070,0.22,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,123,31126570,142325689,Port Phillip,Entire home/apt,Condo
Condo,Melbourne,within a day,83.78,100,80,2,1,1,1,4.8,5,0.18,3,25,833,0.18,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,118,31127218,142325689,Melbourne,Entire home/apt,Condo
Condo,Melbourne,within a day,70.28999999999999,100,80,2,1,1,1,4.55,29,0.79,1,25,1102,0.79,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,99,31138701,142325689,Melbourne,Entire home/apt,Condo
Condo,Port Phillip,within a day,79.52,100,80,2,1,1,1,4.25,24,0.65,2,25,1102,0.65,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,112,31138971,142325689,Port Phillip,Entire home/apt,Condo
Condo,Melbourne,NA,83.78,NA,NA,2,1,1,1,4,2,0.05,1,1,1099,0.05,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,118,31150769,232510184,Melbourne,Entire home/apt,Condo
Condo,Port Phillip,within a day,83.78,100,80,2,1,1,1,4.78,9,0.25,1,25,1066,0.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,118,31151919,142325689,Port Phillip,Entire home/apt,Condo
Condo,Melbourne,within an hour,76.67999999999999,100,98,3,1,1,1,4.81,77,2.14,3,6,1079,2.14,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,108,31213804,133673118,Melbourne,Entire home/apt,Condo
Condo,Melbourne,within an hour,103.66,97,96,3,1,1,2,4.75,139,3.8,1,2,1096,3.8,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,146,31301453,170880128,Melbourne,Entire home/apt,Condo
Condo,Melbourne,NA,84.49,NA,NA,4,1,2,3,4.7,50,1.39,2,48,1077,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,119,31362116,154877871,Melbourne,Entire home/apt,Condo
Serviced_apartment,Melbourne,within an hour,112.89,99,97,6,1,2,4,4.33,206,5.65,1,9,1092,5.65,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,159,31451493,67024990,Melbourne,Entire home/apt,Serviced_apartment
